36,1024,4,9216,36,1024,4,9216,36,1024,4,9216,36,1024,4,9216,36,1024,4,9216,36,1024,4,9216,36,1024,4,9216,36,1024,4,1024,
4,9216,36,1024,4,9216,36,1024,4,9216,36,1024,4,9216,36,1024,4,9216,36,1024,4,9216,36,1024,4,9216,36,1024,4,9216,36,1024,
4,9216,36,1024,4,9216,36,1024,4,9216,36,1024,4,9216,36,1024,4,9216,36,1024,4,9216,36,1024,4,9216,36,1024,4,9216,36,9216,
36,1024,4,9216,36,1024,4,9216,36,1024,4,9216,36,1024,4,9216,36,1024,4,9216,36,1024,4,9216,36,1024,4,9216,36,1024,4,9216,
36,1024,4,9216,36,1024,4,9216,36,1024,4,9216,36,1024,4,9216,36,1024,4,9216,36,1024,4,9216,36,1024,4,9216,36,1024,4,1024,
4,9216,36,1024,4,9216,36,1024,4,9216,36,1024,4,9216,36,1024,4,9216,36,1024,4,9216,36,1024,4,9216,36,1024,4,9216,36,1024,
4,9216,36,1024,4,9216,36,1024,4,9216,36,1024,4,9216,36,1024,4,9216,36,1024,4,9216,36,1024,4,9216,36,1024,4,9216,36,9216,
36,1024,4,9216,36,1024,4,9216,36,1024,4,9216,36,1024,4,9216,36,1024,4,9216,36,1024,4,9216,36,1024,4,9216,36,1024,4,9216,
36,1024,4,9216,36,1024,4,9216,36,1024,4,9216,36,1024,4,9216,36,1024,4,9216,36,1024,4,9216,36,1024,4,9216,36,1024,4,1024,
4,9216,36,1024,4,9216,36,1024,4,9216,36,1024,4,9216,36,1024,4,9216,36,1024,4,9216,36,1024,4,9216,36,1024,4,9216,36,1024,
4,9216,36,1024,4,9216,36,1024,4,9216,36,1024,4,9216,36,1024,4,9216,36,1024,4,9216,36,1024,4,9216,36,1024,4,9216,36,9216,
36,1024,4,9216,36,1024,4,9216,36,1024,4,9216,36,1024,4,9216,36,1024,4,9216,36,1024,4,9216,36,1024,4,9216,36,1024,4,9216,
36,1024,4,9216,36,1024,4,9216,36,1024,4,9216,36,1024,4,9216,36,1024,4,9216,36,1024,4,9216,36,1024,4,9216,36,1024,4,1024,
4,9216,36,1024,4,9216,36,1024,4,9216,36,1024,4,9216,36,1024,4,9216,36,1024,4,9216,36,1024,4,9216,36,1024,4,9216,36,1024,
4,9216,36,1024,4,9216,36,1024,4,9216,36,1024,4,9216,36,1024,4,9216,36,1024,4,9216,36,1024,4,9216,36,1024,4,9216,36,8192

/* Ú²Ô°2 */
32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,
32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,
32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,
32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,11008,555,11266,556,12802,
562,13058,563,8194,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,
32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,15104,571,15362,572,16898,
578,17154,579,8194,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,
32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,29184,
626,29442,627,8194,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,
32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,33280,
642,33538,643,8194,32,8192,32,62464,1012,62723,1013,62979,1014,63235,1015,8195,32,8192,32,14592,1081,13828,1078,14084,1079,8196,32,13312,1076,13572,1077,13828,
1078,14084,1079,8196,32,8192,32,62464,1012,62979,1014,63235,1015,8195,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,37376,
658,37634,659,8194,32,8192,32,1024,1028,1284,1029,1540,1030,1796,1031,8196,32,8192,32,18688,1097,17924,1094,18180,1095,8196,32,17408,1092,17668,1093,17924,
1094,18180,1095,8196,32,8192,32,1024,1028,1540,1030,1796,1031,8196,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,41472,
674,41730,675,8194,32,8192,32,5120,1044,5380,1045,5636,1046,5892,1047,8196,32,8192,32,22784,1113,22020,1110,22276,1111,8196,32,21504,1108,21764,1109,22020,
1110,22276,1111,8196,32,8192,32,5120,1044,5636,1046,5892,1047,8196,32,8192,32,8192,32,8192,32,8192,32,8448,33,8192,32,8192,32,8192,32,12288,
560,12546,561,8194,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,26880,1129,26116,1126,26372,1127,8196,32,25600,1124,25860,1125,26116,
1126,26372,1127,8196,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,12544,49,8192,32,9728,38,9984,39,16384,
576,16642,577,8194,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,30976,1145,30212,1142,30468,1143,8196,32,29696,1140,29956,1141,30212,
1142,30468,1143,8196,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,9984,39,13824,54,14080,55,20480,
592,20738,593,8194,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,
32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,13824,54,14080,55,13824,54,14080,55,28672,
624,28930,625,8194,32,8192,32,8192,32,14592,1081,13828,1078,14084,1079,8196,32,8192,32,14592,1081,13828,1078,14084,1079,8196,32,13312,1076,13572,1077,13828,
1078,14084,1079,8196,32,8192,32,14592,1081,13828,1078,14084,1079,8196,32,8192,32,8192,32,8192,32,8192,32,9728,38,9984,39,9728,38,9984,39,12288


/* Ï¯ÌßÃÞ°ÀººÏÃÞ */
