32,4608,18,768,3,512,2,768,3,512,2,768,3,512,2,768,3,512,2,768,3,512,2,768,
3,512,2,768,3,512,2,768,3,6656,26,6912,27,6912,27,6912,27,6656,26,6912,27,8192,32,8192,
32,4608,18,4864,19,4608,18,4864,19,4608,18,4864,19,4608,18,4864,19,4608,18,4864,19,4608,18,4864,
19,4608,18,4864,19,4608,18,4864,19,2560,10,2816,11,2816,11,2816,11,2560,10,2816,11,8192,32,8192

/* Ú²Ô°1 */
32,512,2,768,3,512,2,768,3,512,2,768,3,512,2,768,3,512,2,768,3,512,2,768,
3,512,2,4864,19,512,2,768,3,6656,26,6912,27,6912,27,6912,27,6656,26,6912,27,8192,32,8192,
32,4608,18,4864,19,4608,18,4864,19,4608,18,4864,19,4608,18,4864,19,4608,18,4864,19,4608,18,4864,
19,4608,18,768,3,4608,18,4864,19,2560,10,2816,11,2816,11,2816,11,2560,10,2816,11,8192,32,8192,
32,512,2,768,3,512,2,768,3,512,2,768,3,512,2,768,3,512,2,768,3,512,2,768,
3,512,2,4864,19,512,2,768,3,6656,26,6912,27,6912,27,6912,27,6656,26,6912,27,8192,32,8192,
32,4608,18,4864,19,4608,18,4864,19,4608,18,4864,19,4608,18,4864,19,4608,18,4864,19,4608,18,4864,
19,4608,18,768,3,4608,18,4864,19,2560,10,2560,10,2816,11,2816,11,2560,10,2816,11,8192,32,8192,
32,512,2,768,3,512,2,768,3,512,2,768,3,512,2,768,3,512,2,768,3,512,2,768,
3,512,2,768,3,512,2,768,3,6656,26,6912,27,6912,27,6912,27,6656,26,6912,27,8192,32,8192,
32,4608,18,4864,19,4608,18,4864,19,4608,18,4864,19,4608,18,4864,19,4608,18,4864,19,4608,18,4864,
19,4608,18,4864,19,4608,18,4864,19,2560,10,2816,11,2816,11,2816,11,2560,10,2816,11,8192,32,8192,
32,512,2,768,3,512,2,768,3,512,2,768,3,512,2,768,3,512,2,768,3,512,2,768,
3,512,2,768,3,512,2,768,3,6656,26,6912,27,6912,27,6912,27,6656,26,6912,27,8192,32,8192,
32,4608,18,4864,19,4608,18,4864,19,4608,18,4864,19,4608,18,4864,19,4608,18,4864,19,4608,18,4864,
19,4608,18,4864,19,4608,18,4864,19,2560,10,2816,11,2816,11,2816,11,2560,10,2816,11,8192,32,8192,
32,512,2,768,3,512,2,768,3,512,2,768,3,512,2,768,3,512,2,768,3,512,2,768,
3,512,2,768,3,512,2,768,3,6656,26,6912,27,6656,26,6912,27,6656,26,6912,27,8192,32,8192,
32,4608,18,4864,19,4608,18,4864,19,4608,18,4864,19,4608,18,4864,19,4608,18,4864,19,4608,18,4864,
19,4608,18,4864,19,4608,18,4864,19,2560,10,2816,11,2560,10,2816,11,2560,10,2816,11,8192,32,8192,
32,8704,34,8960,35,8704,34,8960,35,8704,34,8960,35,8704,34,8960,35,8704,34,8960,35,8704,34,8960,
35,8704,34,8960,35,8704,34,8960,35,8704,34,8960,35,8704,34,8704,34,8960,35,8960,35,8192,32,8192,
32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,
32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192

/* Ú²Ô°2 */
32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,
32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,
32,8192,32,256,1537,518,1538,774,1539,1030,1540,8198,32,24064,1630,24326,1631,26630,616,19970,590,20226,591,24066,
606,24322,607,8194,32,42496,1446,42757,1447,16389,320,16641,321,16897,322,16641,321,16897,322,17153,323,8193,32,8192,
32,8192,32,4352,1553,4614,1554,4870,1555,5126,1556,8198,32,28160,1646,28422,1647,6406,1561,24070,606,24322,607,28162,
622,28418,623,8194,32,46592,1462,46853,1463,20485,336,44545,1454,44805,1455,44549,1454,44805,1455,44805,1455,8197,32,8192,
32,8192,32,8448,1569,8710,1570,8966,1571,9222,1572,8198,32,32256,1662,32518,1663,6406,1561,28166,622,28418,623,32258,
638,32514,639,8194,32,44544,686,44802,687,24578,352,44545,1454,44805,1455,18949,1354,19205,1355,19461,1356,8197,32,8192,
32,8192,32,12544,1585,12806,1586,13062,1587,13318,1588,8198,32,36352,1678,36614,1679,33542,643,32258,638,32514,639,33794,
644,34050,645,34050,645,48642,702,48898,703,28674,368,48641,1470,48901,1471,23045,1370,23301,1371,23557,1372,8197,32,8192,
32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,40448,1694,40710,1695,33798,644,34050,645,33794,644,33794,
644,34050,645,34050,645,52738,718,52994,719,20482,336,44545,1454,44805,1455,23045,1370,27397,1387,27653,1388,8197,32,8192,
32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,28928,625,33794,644,34050,645,33794,644,34050,
645,34050,645,34050,645,56834,734,57090,735,24578,352,48641,1470,48901,1471,23045,1370,27397,1387,27653,1388,8197,32,8192,
32,8192,32,8192,32,8192,32,8192,32,34816,648,35074,649,8194,32,8192,32,37888,660,37890,660,38146,661,38146,
661,38146,661,38146,661,48642,702,48898,703,28674,368,44545,1454,44805,1455,23045,1370,27397,1387,27653,1388,8197,32,8192,
32,8192,32,35328,650,35586,651,8194,32,38912,664,39170,665,8194,32,35328,650,35586,651,34818,648,35074,649,28674,
624,35330,650,35586,651,52738,718,52994,719,32770,384,48641,1470,48901,1471,23045,1370,27397,1387,27653,1388,8197,32,8192,
32,8192,32,39424,666,39682,667,8194,32,8192,32,8192,32,34816,648,35074,649,39682,667,38914,664,39170,665,8194,
32,39424,666,39682,667,48642,702,48898,703,20482,336,44545,1454,44805,1455,23045,1370,27397,1387,27653,1388,8197,32,8192,
32,8192,32,8192,32,8192,32,35840,652,36098,653,8194,32,38912,664,39170,665,28930,625,28674,624,28930,625,28674,
624,28930,625,3586,782,52739,718,52994,719,24578,352,48641,1470,44549,1454,27141,1386,27397,1387,27653,1388,8197,32,8192,
32,8192,32,8192,32,8192,32,39936,668,40194,669,8194,32,35328,650,35586,651,33026,641,32770,640,33026,641,32770,
640,33026,641,32770,640,56834,734,57090,735,28674,368,44545,1454,48645,1470,27141,1386,27397,1387,27653,1388,8197,32,8192


/* Ï¯ÌßÃÞ°ÀººÏÃÞ */
