2,768,3,512,2,768,3,512,2,768,3,512,2,768,3,512,2,768,3,512,2,768,3,512,
2,768,3,512,2,768,3,512,2,768,3,512,2,768,3,512,2,768,3,512,2,768,3,4608,
18,4864,19,4608,18,4864,19,4608,18,4864,19,4608,18,4864,19,4608,18,4864,19,4608,18,4864,19,4608,
18,4864,19,4608,18,4864,19,4608,18,4864,19,4608,18,4864,19,4608,18,4864,19,4608,18,4864,19,512,
2,768,3,512,2,768,3,512,2,768,3,512,2,768,3,512,2,768,3,512,2,768,3,512,
2,768,3,512,2,768,3,512,2,768,3,512,2,768,3,512,2,768,3,512,2,768,3,4608,
18,4864,19,4608,18,4864,19,4608,18,4864,19,4608,18,4864,19,4608,18,4864,19,4608,18,4864,19,4608,
18,4864,19,4608,18,4864,19,4608,18,4864,19,4608,18,4864,19,4608,18,4864,19,4608,18,4864,19,512,
2,768,3,512,2,768,3,512,2,768,3,512,2,768,3,512,2,768,3,512,2,768,3,512,
2,768,3,512,2,768,3,512,2,768,3,512,2,768,3,512,2,768,3,512,2,768,3,4608,
18,4864,19,4608,18,4864,19,4608,18,4864,19,4608,18,4864,19,4608,18,4864,19,4608,18,4864,19,4608,
18,4864,19,4608,18,4864,19,4608,18,4864,19,4608,18,4864,19,4608,18,4864,19,4608,18,4864,19,512,
2,768,3,512,2,768,3,512,2,768,3,512,2,768,3,512,2,768,3,512,2,768,3,512,
2,768,3,512,2,768,3,512,2,768,3,512,2,768,3,512,2,768,3,512,2,768,3,4608,
18,4864,19,4608,18,4864,19,4608,18,4864,19,4608,18,4864,19,4608,18,4864,19,4608,18,4864,19,4608,
18,4864,19,4608,18,4864,19,4608,18,4864,19,4608,18,4864,19,4608,18,4864,19,4608,18,4864,19,512,
2,768,3,512,2,768,3,512,2,768,3,512,2,768,3,512,2,768,3,512,2,768,3,512,
2,768,3,512,2,768,3,512,2,768,3,512,2,768,3,512,2,768,3,512,2,768,3,4608,
18,4864,19,4608,18,4864,19,4608,18,4864,19,4608,18,4864,19,4608,18,4864,19,4608,18,4864,19,4608,
18,4864,19,4608,18,4864,19,4608,18,4864,19,4608,18,4864,19,4608,18,4864,19,4608,18,4864,19,512,
2,768,3,512,2,768,3,512,2,768,3,512,2,768,3,512,2,768,3,512,2,768,3,512,
2,768,3,512,2,768,3,512,2,768,3,512,2,768,3,512,2,768,3,512,2,768,3,4608,
18,4864,19,4608,18,4864,19,4608,18,4864,19,4608,18,4864,19,4608,18,4864,19,4608,18,4864,19,4608,
18,4864,19,4608,18,4864,19,4608,18,4864,19,4608,18,4864,19,4608,18,4864,19,4608,18,4864,19,8192

/* Ú²Ô°2 */
32,29952,373,30209,374,30465,375,30721,376,29953,373,30209,374,30465,375,30721,376,8193,32,31232,378,31489,379,31745,
380,32001,381,8193,32,8192,32,3072,268,12289,48,40448,414,40705,415,8193,32,8192,32,8192,32,8192,32,8192,
32,8192,32,8192,32,8192,32,8192,32,12288,48,12544,49,12288,48,12544,49,8192,32,12288,48,12544,49,12288,
48,12544,49,10752,42,11008,43,2560,266,2817,267,8449,33,8192,32,8192,32,8192,32,8192,32,8192,32,8192,
32,8192,32,8192,32,8192,32,8192,32,8192,32,8448,33,8192,32,8448,33,8192,32,8192,32,8448,33,8192,
32,8448,33,14848,58,15104,59,6656,282,6913,283,12545,49,8192,32,8192,32,1536,6,1792,7,1792,7,8192,
32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,
32,8192,32,8192,32,8192,32,10752,298,11009,299,8449,33,8192,32,8192,32,5632,22,5888,23,5888,23,8192,
32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,
32,8192,32,8192,32,8192,32,8192,32,12288,48,12544,49,8192,32,8192,32,1536,6,1792,7,1792,7,8192,
32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,
32,8192,32,2048,8,2304,9,8192,32,8192,32,8192,32,8192,32,8192,32,5632,22,5888,23,5888,23,8192,
32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,
32,8192,32,6144,24,6400,25,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,
32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,
32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,
32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,
32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,
32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,
32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,
32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,
32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,
32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,
32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,2560,10,8192,32,8192

/* Ú²Ô°3 */
32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,
32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,6656,26,8192,32,8192,
32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,
32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,
32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,
32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,
32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,
32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,
32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,
32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,
32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,
32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,
32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,
32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,
32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,
32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,
32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,
32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,
32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,
32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,
32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,
32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,
32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,
32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,8192,32,37888


/* Ï¯ÌßÃÞ°ÀººÏÃÞ */
